,gender,height
97,Male,66.83287821
98,Male,66.47127526
99,Male,69.41152622
100,Male,70.05217747
101,Male,66.74360465
102,Male,66.27432912
103,Male,68.32844799
104,Male,70.0758882
105,Male,68.73298815
106,Male,67.55605126
107,Male,66.25363253
108,Male,69.18220268
109,Male,67.60910494
110,Male,69.29273802
111,Male,68.19068401
112,Male,71.6070858
113,Male,69.19685751
114,Male,67.26196098
115,Male,73.6851934
116,Male,69.53721501
117,Male,68.31155984
118,Male,67.73896347
119,Male,71.7057626
120,Male,63.6322646
121,Male,68.72119846
122,Male,66.94934165
123,Male,62.70698974
124,Male,72.25840892
125,Male,70.90865306
126,Male,67.6098436
127,Male,70.80155896
128,Male,69.30476905
129,Male,66.24289834
130,Male,67.49219298
131,Male,65.80624829
132,Male,71.44370566
133,Male,68.46440582
134,Male,63.9879246
135,Male,71.00189769
136,Male,68.13972419
137,Male,68.39540025
138,Male,68.09621975
139,Male,68.14059036
140,Male,68.86009031
141,Male,66.14885254
142,Male,66.20603205
143,Male,67.43212021
144,Male,69.47110603
145,Male,70.51585969
146,Male,71.33837604
147,Male,71.00194477
148,Male,66.20234771
149,Male,72.54330705
150,Male,67.47935176
151,Male,65.35041056
152,Male,70.84406242
153,Male,69.93847526
154,Male,64.73981548
155,Male,69.30840288
156,Male,68.83846286
157,Male,61.93732327
158,Male,68.59333554
159,Male,65.21857558
160,Male,64.33364811
161,Male,68.7489067
162,Male,72.4896554
163,Male,67.23393092
164,Male,67.26360484
165,Male,65.11850428
166,Male,66.26282004
167,Male,67.70167966
168,Male,65.53069597
169,Male,69.86896981
170,Male,68.48187536
171,Male,72.21396335
172,Male,68.17953269
173,Male,71.98120654
174,Male,66.06513673
175,Male,66.65616417
176,Male,67.5994242
177,Male,68.24594409
178,Male,64.80862144
179,Male,67.49221827
180,Male,68.18073071
181,Male,69.5533849
182,Male,66.40224967
183,Male,66.59215711
184,Male,71.93588658
185,Male,68.28704173
186,Male,69.9554512
187,Male,71.85112915
188,Male,65.75549864
189,Male,67.03185208
190,Male,76.70983486
191,Male,72.57112137
192,Male,69.7288049
193,Male,72.799224
194,Male,72.53935407
195,Male,72.29474338
196,Male,67.25332482
197,Male,75.94446038
198,Male,66.31623192
199,Male,71.15605349
200,Male,71.19220229
201,Male,72.19751201
202,Male,75.14082143
203,Male,64.41152936
204,Male,64.73442436
205,Male,63.41458714
206,Male,67.84866523
207,Male,65.93178483
208,Male,70.96655044
209,Male,67.58074728
210,Male,68.58927044
211,Male,70.32475344
212,Male,72.39448041
213,Male,70.82085671
214,Male,65.90330126
215,Male,74.79537502
216,Male,67.68091903
217,Male,67.15596277
218,Male,71.77484122
219,Male,64.66523194
220,Male,68.12276836
221,Male,66.78692724
222,Male,66.80584984
223,Male,67.8860138
224,Male,69.17357692
225,Male,70.22492333
226,Male,64.85579918
227,Male,67.82109327
228,Male,63.44024747
229,Male,71.84843485
230,Male,66.72807365
231,Male,71.96830565
232,Male,76.02134748
233,Male,71.47610128
234,Male,67.36980864
235,Male,70.55524376
236,Male,69.86710128
237,Male,67.94757004
238,Male,74.10455886
239,Male,69.1678363
240,Male,66.55722857
241,Male,66.70160499
242,Male,67.24606495
243,Male,69.05138548
244,Male,70.67274718
245,Male,65.49899512
246,Male,65.18722085
247,Male,67.56814301
248,Male,73.81538569
249,Male,71.60656421
250,Male,67.72474924
251,Male,68.23113195
252,Male,65.92942171
253,Male,71.54849571
254,Male,69.16438112
255,Male,68.59765932
256,Male,71.05751089
257,Male,63.64405958
258,Male,71.1824554
259,Male,66.12867317
260,Male,65.05737312
261,Male,68.09137436
262,Male,70.9931439
263,Male,74.22117488
264,Male,69.32711818
265,Male,64.93134219
266,Male,68.34684231
267,Male,70.92912508
268,Male,61.4778092
269,Male,68.49081272
270,Male,72.04988987
271,Male,72.52166703
272,Male,71.23391139
273,Male,72.25911519
274,Male,67.5650399
275,Male,72.26760699
276,Male,62.600248
277,Male,66.23643729
278,Male,69.65043741
279,Male,69.28592141
280,Male,70.72527874
281,Male,68.82861496
282,Male,66.01442823
283,Male,66.41488206
284,Male,66.61562439
285,Male,68.03482178
286,Male,70.50239804
287,Male,69.15772949
288,Male,70.79502261
289,Male,65.19437712
290,Male,74.78571432
291,Male,71.06690628
292,Male,69.33419779
293,Male,69.89920395
294,Male,64.42519379
295,Male,67.8521307
296,Male,67.54906949
297,Male,74.76744684
298,Male,71.41894599
299,Male,67.12034439
300,Male,69.85958791
301,Male,68.43081339
302,Male,67.93348261
303,Male,68.49534316
304,Male,65.24414341
305,Male,70.18535205
306,Male,71.10413316
307,Male,68.44757854
308,Male,65.42057682
309,Male,67.70078811
310,Male,74.22306306
311,Male,71.16724587
312,Male,67.23077189
313,Male,67.88055919
314,Male,67.37637547
315,Male,68.76124693
316,Male,71.7052725
317,Male,69.38099479
318,Male,73.71652763
319,Male,69.45337621
320,Male,70.78628981
321,Male,71.76846374
322,Male,69.34345396
323,Male,65.28602551
324,Male,70.92184441
325,Male,68.59666269
326,Male,68.60379643
327,Male,69.47874412
328,Male,65.93089621
329,Male,68.5233453
330,Male,73.92912413
331,Male,71.19793782
332,Male,66.55658687
333,Male,71.74227623
334,Male,69.74482933
335,Male,66.75065413
336,Male,69.69242226
337,Male,70.40351683
338,Male,69.01973611
339,Male,64.73228716
340,Male,70.99807444
341,Male,64.45981425
342,Male,69.74952258
343,Male,71.52684881
344,Male,68.32791586
345,Male,70.76472016
346,Male,71.41904963
347,Male,69.39047409
348,Male,72.00173222
349,Male,69.19147497
350,Male,66.16636328
351,Male,67.272143
352,Male,70.9158354
353,Male,69.11988779
354,Male,67.40902587
355,Male,72.93864904
356,Male,70.4909287
357,Male,69.00825946
358,Male,66.76210992
359,Male,69.12066373
360,Male,73.12626719
361,Male,67.4868239
362,Male,64.95507833
363,Male,67.78248907
364,Male,67.6623988
365,Male,66.47639701
366,Male,72.9870702
367,Male,69.56323228
368,Male,71.00356014
369,Male,69.91563736
370,Male,71.69714179
371,Male,67.64994086
372,Male,68.29555456
373,Male,68.68725567
374,Male,68.91577165
375,Male,68.96087967
376,Male,67.2472352
377,Male,68.91586364
378,Male,65.8385445
379,Male,64.67107555
380,Male,66.29589772
381,Male,67.09758575
382,Male,66.99828973
383,Male,70.9619709
384,Male,68.4208722
385,Male,67.65252759
386,Male,75.62019316
387,Male,70.54924202
388,Male,68.89083891
389,Male,68.28453192
390,Male,64.99507826
391,Male,65.57577154
392,Male,69.30608824
393,Male,65.70471542
394,Male,67.80399101
395,Male,69.21614731
396,Male,68.01500601
397,Male,61.92694894
398,Male,67.26636272
399,Male,67.67682185
400,Male,69.97090362
401,Male,65.31346154
402,Male,71.90600544
403,Male,66.23390404
404,Male,65.81494282
405,Male,72.84494786
406,Male,70.94944345
407,Male,71.34380763
408,Male,71.05566416
409,Male,61.92554729
410,Male,68.76245756
411,Male,67.58394143
412,Male,67.36169467
413,Male,65.87915656
414,Male,68.69476215
415,Male,69.53486155
416,Male,66.63469083
417,Male,69.80990157
418,Male,68.67987369
419,Male,71.61517875
420,Male,69.68979533
421,Male,70.90108637
422,Male,68.00581399
423,Male,70.61574398
424,Male,71.57119416
425,Male,73.01286326
426,Male,60.74811787
427,Male,69.08211963
428,Male,69.33873763
429,Male,67.75713771
430,Male,76.02708186
431,Male,72.22761616
432,Male,68.92104135
433,Male,65.33492768
434,Male,65.93240345
435,Male,70.46668931
436,Male,73.18104362
437,Male,68.55087969
438,Male,68.52940825
439,Male,63.59645542
440,Male,67.14424123
441,Male,70.81637062
442,Male,73.53028481
443,Male,66.14106892
444,Male,67.90684975
445,Male,71.43337582
446,Male,67.1126798
447,Male,73.28391797
448,Male,63.67258315
449,Male,69.2253203
450,Male,69.67012402
451,Male,70.48544817
452,Male,69.00467787
453,Male,68.45789401
454,Male,66.02473378
455,Male,69.31816913
456,Male,69.07774056
457,Male,73.56227037
458,Male,66.08768889
459,Male,73.52598433
460,Male,69.67906022
461,Male,66.67678112
462,Male,72.96166547
463,Male,68.24687214
464,Male,71.95662589
465,Male,71.05863335
466,Male,66.97694995
467,Male,68.47800208
468,Male,71.28444139
469,Male,64.98045629
470,Male,66.76188387
471,Male,68.76616172
472,Male,68.99254357
473,Male,71.2951946
474,Male,69.0494784
475,Male,66.54148202
476,Male,68.51552345
477,Male,67.45971531
478,Male,71.35738241
479,Male,68.59040604
480,Male,69.73608671
481,Male,69.83385707
482,Male,72.41058576
483,Male,65.43459687
484,Male,66.26765677
485,Male,69.97430087
486,Male,71.20919422
487,Male,69.93740019
488,Male,71.38602219
489,Male,64.58878167
490,Male,68.79298442
491,Male,68.44574673
492,Male,69.20157812
493,Male,69.42601731
494,Male,69.6062252
495,Male,72.88170697
496,Male,62.17833122
497,Male,68.87470662
498,Male,71.08008356
499,Male,72.18253412
500,Male,72.06275498
501,Male,67.38005789
502,Male,67.93463453
503,Male,70.80193026
504,Male,65.54912127
505,Male,70.19122448
506,Male,71.77899537
507,Male,68.13028842
508,Male,68.35948256
509,Male,66.09035701
510,Male,71.58012314
511,Male,73.53666772
512,Male,71.11553184
513,Male,70.79430255
514,Male,71.72906048
515,Male,63.19653037
516,Male,68.10111341
517,Male,65.85609973
518,Male,68.3464565
519,Male,69.56022893
520,Male,68.72830407
521,Male,70.15827765
522,Male,68.92333665
523,Male,64.3001742
524,Male,70.45563306
525,Male,68.62406319
526,Male,69.66475174
527,Male,69.05888454
528,Male,67.22698623
529,Male,66.11579969
530,Male,68.61738735
531,Male,69.24901281
532,Male,69.64190618
533,Male,72.79702836
534,Male,75.04399507
535,Male,70.97268413
536,Male,74.38801243
537,Male,64.36216387
538,Male,71.32700107
539,Male,67.17202444
540,Male,74.40167189
541,Male,63.86792096
542,Male,68.88599177
543,Male,72.13199022
544,Male,68.40372617
545,Male,65.09265639
546,Male,69.22967912
547,Male,71.94778826
548,Male,67.46299066
549,Male,69.31290864
550,Male,63.73104817
551,Male,60.6798174
552,Male,70.66332308
553,Male,67.59403113
554,Male,74.64950788
555,Male,70.46707885
556,Male,71.94401052
557,Male,74.02575081
558,Male,70.78222816
559,Male,64.72725696
560,Male,68.38302408
561,Male,71.4692208
562,Male,66.94445374
563,Male,70.796979
564,Male,65.29243478
565,Male,61.75400983
566,Male,62.48067131
567,Male,67.80567987
568,Male,69.52599428
569,Male,72.50075663
570,Male,70.48529474
571,Male,66.68973599
572,Male,71.29191758
573,Male,71.7967672
574,Male,73.05634425
575,Male,68.85335437
576,Male,66.04544386
577,Male,73.98590142
578,Male,69.25161788
579,Male,69.34065722
580,Male,70.97626497
581,Male,63.56127763
582,Male,69.77015095
583,Male,65.18847756
584,Male,69.97894082
585,Male,69.75059715
586,Male,71.17143115
587,Male,70.57200178
588,Male,65.65108952
589,Male,67.13841414
590,Male,65.91808694
591,Male,73.78663644
592,Male,67.73725134
593,Male,65.54407625
594,Male,71.21391257
595,Male,65.59235403
596,Male,65.66755448
597,Male,61.97273588
598,Male,73.89993869
599,Male,72.34218364
600,Male,70.31169434
601,Male,67.11556435
602,Male,65.93248176
603,Male,67.22774502
604,Male,70.11434363
605,Male,74.84149972
606,Male,64.52730263
607,Male,70.05125469
608,Male,71.83316878
609,Male,72.83673969
610,Male,73.30186575
611,Male,66.39319245
612,Male,66.51516196
613,Male,69.27281261
614,Male,68.23195393
615,Male,70.41386903
616,Male,69.72688521
617,Male,65.51073389
618,Male,69.13726936
619,Male,73.6661888
620,Male,65.89275253
621,Male,68.35442896
622,Male,70.42473053
623,Male,72.08020115
624,Male,71.71112479
625,Male,65.72916187
626,Male,63.8983382
627,Male,70.31600971
628,Male,65.78872979
629,Male,69.82746419
630,Male,68.33115009
631,Male,67.74158927
632,Male,75.03388944
633,Male,73.40405852
634,Male,69.55476188
635,Male,64.53903978
636,Male,67.54676147
637,Male,73.09647798
638,Male,66.55398107
639,Male,73.99160419
640,Male,70.86268806
641,Male,71.5687337
642,Male,65.83839113
643,Male,70.27553366
644,Male,61.773522
645,Male,74.82494531
646,Male,71.60514585
647,Male,67.26010358
648,Male,70.92419443
649,Male,75.05966865
650,Male,73.10087624
651,Male,70.66199203
652,Male,67.14466735
653,Male,67.12315343
654,Male,69.52494396
655,Male,65.22469166
656,Male,68.41046282
657,Male,68.7634637
658,Male,67.93686881
659,Male,69.23782869
660,Male,68.46572392
661,Male,65.6942936
662,Male,69.43099805
663,Male,66.13539142
664,Male,70.87704813
665,Male,65.973065
666,Male,64.93911542
667,Male,68.36860332
668,Male,69.52555131
669,Male,66.45560214
670,Male,69.47458176
671,Male,68.7300987
672,Male,73.78127448
673,Male,76.50188334
674,Male,71.22570192
675,Male,64.50621045
676,Male,66.50381494
677,Male,69.21041304
678,Male,63.54636972
679,Male,69.73112843
680,Male,68.60820846
681,Male,71.46413025
682,Male,69.509488
683,Male,73.75963574
684,Male,68.27778676
685,Male,72.45463342
686,Male,70.76919327
687,Male,70.45214074
688,Male,68.90409885
689,Male,69.23842719
690,Male,67.27784728
691,Male,71.46376469
692,Male,68.84063351
693,Male,71.40596471
694,Male,70.14487407
695,Male,70.67969103
696,Male,68.54111605
697,Male,71.43472691
698,Male,65.22082048
699,Male,70.77315142
700,Male,69.76009479
701,Male,63.96253068
702,Male,70.30416327
703,Male,70.31684922
704,Male,67.40540788
705,Male,67.12150305
706,Male,68.37757989
707,Male,69.57823897
708,Male,62.53225328
709,Male,69.33682153
710,Male,66.78746728
711,Male,75.39129223
712,Male,70.21362908
713,Male,71.10356362
714,Male,69.79388789
715,Male,66.47184446
716,Male,70.71371409
717,Male,63.61871729
718,Male,70.54927972
719,Male,67.40282109
720,Male,71.4351749
721,Male,68.59340514
722,Male,71.45232654
723,Male,70.69878995
724,Male,71.39146448
725,Male,70.48564317
726,Male,74.40818786
727,Male,63.40042323
728,Male,68.39971912
729,Male,67.42985418
730,Male,70.81199997
731,Male,67.11027101
732,Male,67.7282199
733,Male,68.55083219
734,Male,68.61948497
735,Male,70.60576101
736,Male,67.08678122
737,Male,65.31170819
738,Male,69.92414675
739,Male,68.36463488
740,Male,70.86980492
741,Male,76.01230001
742,Male,67.96596781
743,Male,69.76508744
744,Male,69.56867239
745,Male,71.56001874
746,Male,70.95804927
747,Male,65.44092231
748,Male,70.97612452
749,Male,67.99285124
750,Male,70.51851509
751,Male,69.10919144
752,Male,71.6055731
753,Male,69.88955858
754,Male,66.45689878
755,Male,70.29135418
756,Male,62.6199652
757,Male,66.62168183
758,Male,65.35028818
759,Male,71.60673989
760,Male,69.41291443
761,Male,69.89381359
762,Male,65.66595856
763,Male,64.40827325
764,Male,68.62688583
765,Male,69.60028264
766,Male,67.45323124
767,Male,68.1699946
768,Male,69.55361404
769,Male,65.74729799
770,Male,73.12239315
771,Male,66.620926
772,Male,69.14590899
773,Male,65.96579505
774,Male,67.20326642
775,Male,65.45395717
776,Male,73.03009203
777,Male,68.3172449
778,Male,66.33428146
779,Male,72.36198348
780,Male,67.71742749
781,Male,70.4775913
782,Male,71.16299165
783,Male,69.35477956
784,Male,70.09723765
785,Male,69.2972917
786,Male,63.30996928
787,Male,67.88722989
788,Male,73.2029699
789,Male,73.1411551
790,Male,70.89598255
791,Male,72.14269267
792,Male,72.13277787
793,Male,71.20661874
794,Male,66.25215051
795,Male,72.34158877
796,Male,68.06892211
797,Male,71.39730891
798,Male,65.72603205
799,Male,67.11044742
800,Male,72.21503491
801,Male,63.00978308
802,Male,69.56915521
803,Male,70.40400168
804,Male,68.0302156
805,Male,69.77791032
806,Male,62.07863519
807,Male,65.83441968
808,Male,70.78093604
809,Male,69.57143021
810,Male,67.32706481
811,Male,67.81460188
812,Male,66.68224277
813,Male,69.63970875
814,Male,64.7742374
815,Male,73.96294107
816,Male,67.93338384
817,Male,66.77003947
818,Male,68.93635758
819,Male,76.43455871
820,Male,68.99614537
821,Male,73.50183962
822,Male,69.6031034
823,Male,72.06737999
824,Male,70.48922454
825,Male,67.03485056
826,Male,66.1841085
827,Male,68.6942095
828,Male,66.65323374
829,Male,69.83865708
830,Male,66.24506481
831,Male,72.81103161
832,Male,64.47474696
833,Male,69.75447933
834,Male,70.66144439
835,Male,72.47061849
836,Male,68.17153285
837,Male,72.98717143
838,Male,70.53356477
839,Male,70.04695307
840,Male,69.01606716
841,Male,73.54916227
842,Male,68.11809783
843,Male,68.28763703
844,Male,71.52704769
845,Male,73.39654293
846,Male,69.84456408
847,Male,70.15196588
848,Male,66.29972587
849,Male,76.49293396
850,Male,71.0323852
851,Male,66.63104094
852,Male,66.07553682
853,Male,70.61316241
854,Male,65.20348068
855,Male,66.86186129
856,Male,73.7579983
857,Male,69.89808607
858,Male,69.52731972
859,Male,66.74447747
860,Male,69.07449203
861,Male,68.56175073
862,Male,70.32255001
863,Male,71.94912042
864,Male,70.91655179
865,Male,70.37112335
866,Male,67.79647715
867,Male,68.69999563
868,Male,69.1146318
869,Male,67.69710365
870,Male,71.28033023
871,Male,71.42757519
872,Male,71.04335632
873,Male,64.72625594
874,Male,67.14815944
875,Male,72.29169703
876,Male,70.24286617
877,Male,64.45785785
878,Male,74.46498854
879,Male,65.29891515
880,Male,72.74952611
881,Male,65.71817875
882,Male,68.89009494
883,Male,73.03840861
884,Male,69.86074638
885,Male,69.86119695
886,Male,71.76556166
887,Male,66.82084589
888,Male,67.78769383
889,Male,69.25071385
890,Male,68.92967211
891,Male,68.99710986
892,Male,66.37399493
893,Male,66.37651933
894,Male,69.05456976
895,Male,65.6674754
896,Male,62.75287752
897,Male,66.57798671
898,Male,67.27217066
899,Male,69.83655165
900,Male,74.21643094
901,Male,71.23052856
902,Male,70.76286513
903,Male,67.87895388
904,Male,67.11452669
905,Male,66.53981222
906,Male,67.09121866
907,Male,68.89341765
908,Male,71.88269674
909,Male,70.53187611
910,Male,69.2081082
911,Male,66.85473775
912,Male,77.16080089
913,Male,68.19853732
914,Male,66.79579309
915,Male,74.07020621
916,Male,69.69174305
917,Male,70.48275741
918,Male,66.20296361
919,Male,71.85788791
920,Male,65.97520718
921,Male,72.67696109
922,Male,69.81202171
923,Male,69.04314598
924,Male,63.85067839
925,Male,64.90978524
926,Male,65.04544401
927,Male,68.87439619
928,Male,69.9822195
929,Male,62.70930371
930,Male,66.92343676
931,Male,67.26904397
932,Male,72.12252553
933,Male,69.61140326
934,Male,65.18470087
935,Male,74.08027495
936,Male,61.12182863
937,Male,68.32145287
938,Male,63.9529284
939,Male,68.58137352
940,Male,64.92590896
941,Male,69.65975352
942,Male,71.12075332
943,Male,62.80419071
944,Male,70.81126171
945,Male,69.54951057
946,Male,67.0323462
947,Male,67.39683425
948,Male,69.37184333
949,Male,74.54513694
950,Male,66.55652499
951,Male,67.25995282
952,Male,66.00196773
953,Male,67.28350742
954,Male,67.92463364
955,Male,66.05763381
956,Male,65.84458046
957,Male,69.03106285
958,Male,70.32711641
959,Male,66.53430651
960,Male,71.4716749
961,Male,70.04693077
962,Male,68.60571056
963,Male,68.98238073
964,Male,73.7888849
965,Male,69.07281082
966,Male,73.18794911
967,Male,68.67738441
968,Male,64.92233626
969,Male,66.11122914
970,Male,67.74898985
971,Male,71.81390356
972,Male,69.19544122
973,Male,67.40717166
974,Male,69.87663341
975,Male,64.36667672
976,Male,67.49285386
977,Male,73.12243321
978,Male,67.65294548
979,Male,68.53790185
980,Male,70.72475802
981,Male,68.23015031
982,Male,67.69712341
983,Male,73.71674275
984,Male,68.85845722
985,Male,66.47376597
986,Male,69.97228132
987,Male,67.55618322
988,Male,74.27201865
989,Male,72.09385998
990,Male,69.56977967
991,Male,71.61408945
992,Male,67.13854961
993,Male,68.41565126
994,Male,78.09586747
995,Male,68.6426276
996,Male,70.02684189
997,Male,74.32567701
998,Male,72.23163624
999,Male,67.6666641
1000,Male,66.42418713
1001,Male,65.07111347
1002,Male,69.1569821
1003,Male,67.8053119
1004,Male,68.23874539
1005,Male,72.54885198
1006,Male,74.05642685
1007,Male,73.23678822
1008,Male,72.83768488
1009,Male,68.2698199
1010,Male,70.07181913
1011,Male,71.73869477
1012,Male,68.6739597
1013,Male,70.18213939
1014,Male,66.9466142
1015,Male,67.67598854
1016,Male,67.90357319
1017,Male,67.19943211
1018,Male,66.99786196
1019,Male,66.0297085
1020,Male,67.8142859
1021,Male,71.44765151
1022,Male,70.07932331
1023,Male,73.72161324
1024,Male,66.38800664
1025,Male,68.19608778
1026,Male,68.27535973
1027,Male,65.93964742
1028,Male,66.87187788
1029,Male,66.19800895
1030,Male,73.30301022
1031,Male,69.28503609
1032,Male,71.76976166
1033,Male,63.63948265
1034,Male,72.16154497
1035,Male,72.00328044
1036,Male,68.16583681
1037,Male,69.0848968
1038,Male,67.18845052
1039,Male,63.61501878
1040,Male,71.72061161
1041,Male,70.47512584
1042,Male,72.86758744
1043,Male,68.16284382
1044,Male,69.6791497
1045,Male,63.00004749
1046,Male,71.75812504
1047,Male,71.62967826
1048,Male,71.06410538
1049,Male,70.11514441
1050,Male,70.44887435
1051,Male,68.54146741
1052,Male,71.33392078
1053,Male,67.18093863
1054,Male,73.10634428
1055,Male,70.88748661
1056,Male,71.91022602
1057,Male,73.56929781
1058,Male,69.80157523
1059,Male,70.62786979
1060,Male,66.31457674
1061,Male,70.26935973
1062,Male,70.97870259
1063,Male,70.31506637
1064,Male,71.51370053
1065,Male,70.99854621
1066,Male,66.69530922
1067,Male,72.65899957
1068,Male,66.51004277
1069,Male,66.57823462
1070,Male,66.72468017
1071,Male,69.29554648
1072,Male,68.32298231
1073,Male,65.79795305
1074,Male,70.12376143
1075,Male,69.06408861
1076,Male,70.90773669
1077,Male,66.75412981
1078,Male,68.58935913
1079,Male,70.97378777
1080,Male,63.17859731
1081,Male,69.90321098
1082,Male,67.73372088
1083,Male,71.09295626
1084,Male,70.12179615
1085,Male,65.78802419
1086,Male,71.50724241
1087,Male,71.71549797
1088,Male,71.45441131
1089,Male,69.38563588
1090,Male,70.15126491
1091,Male,72.10911232
1092,Male,71.62028583
1093,Male,69.20709959
1094,Male,71.10562694
1095,Male,67.06830402
1096,Male,75.99995705
1097,Male,67.9863736
1098,Male,69.38134598
1099,Male,71.42394644
1100,Male,70.47139727
1101,Male,71.85984886
1102,Male,72.71616603
1103,Male,72.92136714
1104,Male,71.76174731
1105,Male,74.66919682
1106,Male,67.32371432
1107,Male,70.55500396
1108,Male,65.18093656
1109,Male,69.73101343
1110,Male,71.75142255
1111,Male,68.97041418
1112,Male,65.04122113
1113,Male,70.02080933
1114,Male,71.03482922
1115,Male,72.87153874
1116,Male,71.92022184
1117,Male,73.96772269
1118,Male,65.66451791
1119,Male,70.85793198
1120,Male,68.15658922
1121,Male,67.17791659
1122,Male,70.85695017
1123,Male,63.81097455
1124,Male,66.94959112
1125,Male,70.2806923
1126,Male,70.32349325
1127,Male,70.56606384
1128,Male,69.29416757
1129,Male,74.3892257
1130,Male,66.89231469
1131,Male,73.62154397
1132,Male,69.09056319
1133,Male,67.54202278
1134,Male,62.92194889
1135,Male,68.85015225
1136,Male,69.61178285
1137,Male,69.51565854
1138,Male,69.10691697
1139,Male,66.82276322
1140,Male,71.11214408
1141,Male,67.76171315
1142,Male,66.5607406
1143,Male,67.10251954
1144,Male,69.58211124
1145,Male,72.28040043
1146,Male,69.20766611
1147,Male,69.02647455
1148,Male,65.43505946
1149,Male,68.46557156
1150,Male,71.96301518
1151,Male,73.75955023
1152,Male,70.53251302
1153,Male,69.01333502
1154,Male,73.61198537
1155,Male,68.49107214
1156,Male,64.09161305
1157,Male,67.97215983
1158,Male,70.83455355
1159,Male,71.64757981
1160,Male,67.31149854
1161,Male,68.24300184
1162,Male,65.47722474
1163,Male,70.71103014
1164,Male,67.17611536
1165,Male,67.74920685
1166,Male,68.45490383
1167,Male,72.3003079
1168,Male,65.40287453
1169,Male,65.64258414
1170,Male,69.44242118
1171,Male,67.99840926
1172,Male,71.69276566
1173,Male,73.60300661
1174,Male,67.27719753
1175,Male,72.12491003
1176,Male,68.61581202
1177,Male,65.22709704
1178,Male,66.32751733
1179,Male,70.07731509
1180,Male,66.63826918
1181,Male,72.97226337
1182,Male,74.75875244
1183,Male,65.84806108
1184,Male,66.60128332
1185,Male,68.23795419
1186,Male,69.64146477
1187,Male,65.25247915
1188,Male,66.58199851
1189,Male,68.2566446
1190,Male,69.00738999
1191,Male,70.06468847
1192,Male,71.08480384
1193,Male,71.10424776
1194,Male,68.54104219
1195,Male,69.02051305
1196,Male,66.88781934
1197,Male,68.88636675
1198,Male,68.37084286
1199,Male,66.20961729
1200,Male,64.68669106
1201,Male,67.99211379
1202,Male,64.73708904
1203,Male,70.08043998
1204,Male,66.46704142
1205,Male,72.17407836
1206,Male,64.58725609
1207,Male,74.40120951
1208,Male,71.28884387
1209,Male,65.37932474
1210,Male,68.06637804
1211,Male,64.69929448
1212,Male,69.59482623
1213,Male,72.42580597
1214,Male,66.72991606
1215,Male,68.6712874
1216,Male,69.56129654
1217,Male,72.77187483
1218,Male,69.47560828
1219,Male,69.41991234
1220,Male,65.80606287
1221,Male,71.68034778
1222,Male,66.35174153
1223,Male,66.46802469
1224,Male,70.47650533
1225,Male,68.10362648
1226,Male,65.83165439
1227,Male,69.19529846
1228,Male,72.88109185
1229,Male,67.7782298
1230,Male,70.02604895
1231,Male,71.35078258
1232,Male,71.46570236
1233,Male,69.21201113
1234,Male,68.03473112
1235,Male,71.9674817
1236,Male,71.33782073
1237,Male,72.39432346
1238,Male,60.36331156
1239,Male,70.46445649
1240,Male,71.71367459
1241,Male,70.54264101
1242,Male,73.12200631
1243,Male,62.06383584
1244,Male,69.08057727
1245,Male,71.51072979
1246,Male,70.58468352
1247,Male,65.0310335
1248,Male,67.91927928
